order_id,order_date,order_time,customer_segment,order_value,cuisine_type,delivery_time_mins,promo_code_used,is_reorder
747,2026-03-18,13:01:36,Off-Campus,20.49,Pizza,15,No,No
748,2026-03-18,17:38:54,Dorm,13.08,Mexican,32,Yes,Yes
749,2026-03-19,11:33:49,Greek Life,34.76,Pizza,27,No,No
750,2026-03-19,18:03:15,Dorm,6.46,Indian,29,No,Yes
751,2026-03-20,10:57:52,Grad Student,30.43,Pizza,26,Yes,No
752,2026-03-20,13:14:31,Grad Student,26.69,Asian,36,Yes,Yes
753,2026-03-20,17:40:28,Off-Campus,16.14,Pizza,29,Yes,No
754,2026-03-20,17:52:35,Dorm,17.05,Mexican,31,No,Yes
755,2026-03-20,18:14:31,Dorm,16.21,Asian,30,No,Yes
756,2026-03-20,20:24:13,Off-Campus,19.72,Asian,29,No,No
757,2026-03-20,21:07:09,Off-Campus,19.96,Burgers,28,No,Yes
758,2026-03-21,11:48:39,Grad Student,15.27,Asian,23,Yes,No
759,2026-03-21,13:39:50,Grad Student,21.43,Asian,25,No,No
760,2026-03-21,19:36:32,Greek Life,30.81,Mediterranean,30,No,No
761,2026-03-21,20:07:31,Dorm,10.35,Burgers,23,No,No
762,2026-03-22,10:07:25,Dorm,7.75,Pizza,41,No,
763,2026-03-22,13:06:25,Grad Student,26.34,Indian,28,Yes,No
764,2026-03-22,19:46:47,Grad Student,24.49,Salads,36,No,Yes
765,2026-03-22,20:14:57,Off-Campus,13.06,Breakfast,35,No,No
766,2026-03-23,13:46:29,Grad Student,27.35,Salads,22,No,No
767,2026-03-23,13:50:49,Greek Life,41.93,Pizza,21,No,No
768,2026-03-23,15:25:39,Grad Student,33.07,Asian,18,Yes,Yes
769,2026-03-23,18:42:20,Greek Life,38.75,Mexican,37,Yes,No
770,2026-03-23,19:43:35,Greek Life,46.56,Asian,30,No,No
771,2026-03-23,20:05:05,Dorm,23.72,Asian,36,No,No
772,2026-03-23,20:40:17,Grad Student,26.37,Breakfast,30,No,Yes
773,2026-03-23,20:54:31,Off-Campus,17.45,Mexican,21,Yes,No
774,2026-03-23,21:45:03,Dorm,19.33,Asian,27,No,
775,2026-03-24,12:16:40,Grad Student,23.40,Salads,30,No,No
776,2026-03-24,14:48:08,Grad Student,19.22,Mexican,30,No,Yes
777,2026-03-24,21:13:55,Off-Campus,24.85,Burgers,33,Yes,
778,2026-03-25,10:09:07,Dorm,12.57,Mediterranean,42,No,No
779,2026-03-25,12:21:18,Grad Student,24.05,Asian,30,No,No
780,2026-03-25,12:26:43,Dorm,18.02,Burgers,38,Yes,
781,2026-03-25,12:50:25,Dorm,22.88,Mediterranean,26,Yes,No
782,2026-03-25,18:08:51,Dorm,5.92,Indian,37,No,No
783,2026-03-26,11:42:30,Greek Life,34.44,Mexican,12,No,No
784,2026-03-26,12:58:36,Grad Student,32.64,Mediterranean,25,No,No
785,2026-03-26,17:13:14,Off-Campus,22.33,Burgers,25,Yes,Yes
786,2026-03-27,17:08:48,Dorm,19.22,Burgers,34,No,No
787,2026-03-27,17:50:17,Dorm,16.83,Pizza,29,Yes,Yes
788,2026-03-28,10:17:07,Dorm,12.86,Burgers,23,No,Yes
789,2026-03-28,13:00:31,Dorm,18.16,Burgers,18,No,Yes
790,2026-03-28,14:05:19,Greek Life,46.84,Asian,26,Yes,No
791,2026-03-28,18:46:47,Greek Life,48.18,Mexican,35,No,No
792,2026-04-01,10:52:20,Off-Campus,22.70,Pizza,31,No,Yes
793,2026-04-01,12:12:05,Grad Student,12.28,Asian,27,No,
794,2026-04-01,12:49:12,Dorm,18.93,Pizza,27,Yes,No
795,2026-04-01,19:00:24,Dorm,15.74,Mexican,35,Yes,Yes
796,2026-04-02,11:30:42,Dorm,17.25,Asian,30,No,Yes
797,2026-04-02,13:47:20,Dorm,16.20,Breakfast,38,Yes,No
798,2026-04-02,19:27:38,Off-Campus,17.58,Burgers,23,No,Yes
799,2026-04-02,20:10:23,Dorm,19.01,Mexican,29,No,No
800,2026-04-02,22:45:49,Off-Campus,18.04,Mediterranean,40,Yes,No
801,2026-04-03,15:38:34,Grad Student,33.47,Asian,39,No,Yes
802,2026-04-03,17:46:15,Dorm,17.54,Pizza,29,No,No
803,2026-04-03,20:12:09,Off-Campus,18.40,Indian,30,No,Yes
804,2026-04-03,20:58:45,Greek Life,45.15,Mediterranean,19,No,Yes
805,2026-04-03,21:11:27,Greek Life,30.06,Mediterranean,28,Yes,Yes
806,2026-04-04,12:48:00,Off-Campus,13.52,Pizza,19,Yes,Yes
807,2026-04-04,18:24:06,Dorm,15.47,Asian,26,No,No
808,2026-04-04,18:24:27,Greek Life,42.88,Pizza,26,No,No
809,2026-04-05,15:04:35,Grad Student,26.79,Indian,37,No,
810,2026-04-05,18:06:25,Greek Life,69.43,Burgers,31,No,Yes
811,2026-04-05,18:47:42,Off-Campus,23.47,Pizza,19,No,No
812,2026-04-05,20:00:22,Grad Student,35.19,Pizza,23,Yes,Yes
813,2026-04-06,11:34:42,Greek Life,66.64,Salads,28,Yes,Yes
814,2026-04-07,11:37:35,Greek Life,59.58,Burgers,16,Yes,Yes
815,2026-04-07,17:14:56,Dorm,22.02,Mexican,38,No,
816,2026-04-07,17:15:02,Grad Student,29.24,Salads,35,No,Yes
817,2026-04-07,17:16:07,Grad Student,26.04,Mediterranean,26,No,Yes
818,2026-04-07,17:53:40,Off-Campus,20.70,Mediterranean,21,No,Yes
819,2026-04-07,17:56:59,Dorm,16.25,Mexican,23,No,Yes
820,2026-04-08,13:17:40,Grad Student,25.60,Pizza,30,No,
821,2026-04-08,15:21:15,Off-Campus,18.46,Indian,32,No,No
822,2026-04-08,17:08:23,Grad Student,22.30,Asian,30,No,No
823,2026-04-08,18:19:18,Off-Campus,6.38,Burgers,22,No,No
824,2026-04-09,10:33:45,Grad Student,36.44,Asian,21,No,Yes
825,2026-04-09,11:07:05,Dorm,11.76,Pizza,38,No,Yes
826,2026-04-09,12:23:19,Off-Campus,11.05,Mexican,41,Yes,No
827,2026-04-09,21:05:07,Dorm,10.73,Asian,30,No,Yes
828,2026-04-10,13:00:43,Grad Student,13.80,Asian,26,No,No
829,2026-04-12,12:13:37,Grad Student,16.09,Burgers,40,No,No
830,2026-04-12,19:35:17,Dorm,7.52,Pizza,21,No,Yes
831,2026-04-12,20:59:27,Off-Campus,17.66,Pizza,25,No,No
832,2026-04-12,22:58:31,Off-Campus,11.88,Salads,16,No,
833,2026-04-13,10:10:12,Greek Life,48.45,Salads,12,No,No
834,2026-04-13,10:23:24,Grad Student,17.00,Mediterranean,31,No,
835,2026-04-13,12:27:32,Grad Student,21.23,Burgers,25,No,No
836,2026-04-13,14:22:27,Off-Campus,29.05,Asian,24,No,Yes
837,2026-04-13,17:19:03,Dorm,12.54,Burgers,28,No,No
838,2026-04-14,10:09:34,Dorm,16.82,Burgers,39,No,No
839,2026-04-14,11:01:14,Greek Life,39.92,Mediterranean,32,Yes,Yes
840,2026-04-14,18:30:31,Greek Life,12.00,Indian,28,No,No
841,2026-04-14,19:13:32,Off-Campus,19.12,Mexican,30,No,Yes
842,2026-04-14,20:06:45,Greek Life,12.00,Indian,25,Yes,No
843,2026-04-15,15:08:17,Greek Life,37.31,Pizza,41,No,No
844,2026-04-15,17:58:27,Greek Life,57.39,Breakfast,33,No,
845,2026-04-15,18:11:12,Greek Life,53.11,Salads,32,Yes,Yes
846,2026-04-16,11:00:47,Dorm,11.94,Breakfast,25,No,No
847,2026-04-16,12:41:03,Dorm,13.81,Burgers,35,No,Yes
848,2026-04-16,18:01:37,Dorm,9.74,Burgers,26,No,Yes
849,2026-04-17,10:10:28,Grad Student,27.03,Salads,23,No,Yes
850,2026-04-17,10:42:56,Off-Campus,14.82,Asian,34,No,Yes
851,2026-04-17,12:49:07,Dorm,24.50,Pizza,13,No,No
852,2026-04-17,20:09:40,Dorm,14.42,Pizza,25,No,No
853,2026-04-17,22:42:34,Dorm,9.45,Mexican,33,No,Yes
854,2026-04-18,10:29:10,Greek Life,69.78,Mexican,19,No,Yes
855,2026-04-18,11:02:34,Off-Campus,18.10,Pizza,32,No,Yes
856,2026-04-18,11:26:57,Off-Campus,14.61,Pizza,26,No,Yes
857,2026-04-18,13:26:04,Dorm,14.07,Breakfast,33,No,No
858,2026-04-18,14:04:42,Dorm,15.58,Pizza,20,No,Yes
859,2026-04-18,15:54:45,Off-Campus,20.36,Mediterranean,32,No,Yes
860,2026-04-18,16:31:04,Dorm,9.08,Mexican,29,No,No
861,2026-04-19,13:30:18,Off-Campus,20.74,Salads,27,Yes,Yes
862,2026-04-19,18:32:37,Off-Campus,17.77,Pizza,29,No,Yes
863,2026-04-20,11:55:33,Grad Student,35.74,Mediterranean,21,Yes,Yes
864,2026-04-20,12:10:43,Grad Student,37.76,Indian,25,Yes,Yes
865,2026-04-20,13:10:05,Off-Campus,16.70,Burgers,37,No,No
866,2026-04-20,13:17:44,Dorm,15.03,Asian,25,No,No
867,2026-04-21,10:52:13,Off-Campus,17.74,Burgers,30,No,Yes
868,2026-04-21,12:10:56,Off-Campus,20.20,Mexican,36,Yes,
869,2026-04-21,13:29:43,Off-Campus,20.27,Mexican,34,No,Yes
870,2026-04-21,14:45:28,Greek Life,50.23,Mexican,29,No,No
871,2026-04-21,16:10:26,Grad Student,29.65,Salads,25,No,Yes
872,2026-04-21,19:36:08,Grad Student,29.06,Indian,31,No,No
873,2026-04-22,17:22:55,Greek Life,43.34,Asian,33,No,No
874,2026-04-23,10:08:30,Off-Campus,22.11,Pizza,18,Yes,
875,2026-04-23,10:18:02,Off-Campus,19.70,Breakfast,29,Yes,No
876,2026-04-23,12:45:01,Greek Life,60.75,Breakfast,44,No,Yes
877,2026-04-23,16:11:12,Off-Campus,24.68,Mexican,30,Yes,Yes
878,2026-04-23,18:21:11,Greek Life,29.57,Burgers,19,No,Yes
879,2026-04-23,22:06:08,Dorm,11.45,Indian,41,Yes,Yes
880,2026-04-23,22:45:37,Dorm,16.82,Breakfast,30,No,Yes
881,2026-04-24,11:12:26,Dorm,11.74,Indian,28,No,No
882,2026-04-24,12:44:34,Greek Life,45.98,Mediterranean,25,No,No
883,2026-04-24,17:49:29,Dorm,19.31,Burgers,22,No,Yes
884,2026-04-24,18:57:30,Dorm,17.37,Pizza,32,No,No
885,2026-04-25,12:30:48,Grad Student,23.14,Asian,36,No,No
886,2026-04-25,14:08:15,Greek Life,47.19,Breakfast,25,No,Yes
887,2026-04-25,14:17:47,Off-Campus,20.09,Mediterranean,41,Yes,No
888,2026-04-25,20:41:18,Dorm,14.71,Burgers,26,No,Yes
889,2026-04-25,22:08:07,Off-Campus,26.56,Pizza,27,No,
890,2026-04-26,20:30:37,Off-Campus,18.48,Mexican,31,Yes,Yes
891,2026-04-27,18:39:13,Grad Student,33.43,Asian,27,Yes,
892,2026-04-27,22:10:07,Greek Life,50.79,Burgers,47,Yes,Yes
893,2026-04-28,11:35:25,Off-Campus,14.07,Breakfast,39,No,No
894,2026-04-28,14:44:47,Off-Campus,27.47,Pizza,35,No,No
895,2026-04-28,18:52:28,Off-Campus,18.73,Mexican,35,No,Yes
896,2026-04-28,19:11:28,Dorm,13.87,Asian,28,No,
897,2026-04-28,20:40:53,Dorm,15.80,Breakfast,36,Yes,Yes
898,2026-04-29,13:44:11,Greek Life,59.06,Burgers,30,Yes,No
899,2026-04-29,18:59:34,Grad Student,21.56,Salads,24,No,No
900,2026-04-30,10:49:41,Dorm,16.54,Burgers,33,No,No
901,2026-04-30,11:39:12,Greek Life,49.26,Asian,31,No,Yes
902,2026-04-30,20:03:22,Greek Life,59.32,Burgers,30,Yes,No
903,2026-04-30,20:06:46,Dorm,7.85,Salads,28,No,Yes
904,2026-05-01,11:53:51,Dorm,14.72,Burgers,33,No,
905,2026-05-01,12:59:53,Grad Student,29.91,Pizza,41,No,Yes
906,2026-05-02,11:37:00,Grad Student,31.66,Indian,41,No,No
907,2026-05-02,12:32:14,Dorm,15.20,Burgers,24,No,Yes
908,2026-05-02,15:02:17,Dorm,15.96,Pizza,32,No,No
909,2026-05-02,22:15:04,Dorm,14.46,Indian,29,No,Yes
910,2026-05-03,11:36:53,Grad Student,31.55,Burgers,26,No,No
911,2026-05-03,12:45:05,Grad Student,21.98,Asian,41,No,No
912,2026-05-03,17:47:46,Grad Student,35.25,Mediterranean,36,No,No
913,2026-05-04,12:07:22,Grad Student,45.19,Asian,27,No,No
914,2026-05-04,21:46:57,Off-Campus,10.95,Indian,43,Yes,Yes
915,2026-05-04,22:27:23,Off-Campus,23.98,Mexican,38,No,No
916,2026-05-05,12:07:57,Grad Student,31.29,Burgers,36,No,Yes
917,2026-05-05,17:21:26,Off-Campus,25.71,Asian,25,No,
918,2026-05-05,17:29:51,Greek Life,58.18,Indian,22,Yes,No
919,2026-05-06,15:49:27,Dorm,19.25,Burgers,36,No,No
920,2026-05-06,19:33:10,Greek Life,51.92,Salads,31,No,No
921,2026-05-06,19:51:37,Off-Campus,26.48,Burgers,39,No,Yes
922,2026-05-06,22:37:26,Dorm,15.73,Mexican,43,No,Yes
923,2026-05-07,12:43:18,Grad Student,31.77,Asian,41,No,Yes
924,2026-05-07,18:38:24,Off-Campus,21.72,Burgers,35,No,Yes
925,2026-05-07,19:12:35,Dorm,21.09,Pizza,45,Yes,Yes
926,2026-05-08,11:08:06,Dorm,26.94,Mediterranean,29,Yes,
927,2026-05-08,17:22:04,Greek Life,72.41,Mexican,27,Yes,No
928,2026-05-08,20:12:39,Greek Life,43.12,Salads,20,No,No
929,2026-05-08,20:33:36,Grad Student,32.13,Burgers,17,Yes,Yes
930,2026-05-09,15:41:59,Grad Student,32.29,Mediterranean,33,Yes,Yes
931,2026-05-09,17:28:53,Off-Campus,25.43,Mexican,22,No,
932,2026-05-09,18:30:09,Grad Student,26.09,Pizza,25,No,No
933,2026-05-09,19:55:45,Dorm,13.52,Pizza,32,No,Yes
934,2026-05-10,11:38:17,Grad Student,21.97,Asian,28,No,No
935,2026-05-10,14:03:17,Grad Student,34.21,Pizza,25,No,Yes
936,2026-05-10,14:03:31,Dorm,16.36,Mexican,37,Yes,Yes
937,2026-05-10,17:05:51,Grad Student,31.58,Pizza,27,No,
938,2026-05-10,21:44:31,Grad Student,25.42,Asian,24,No,No
939,2026-05-11,12:10:04,Dorm,17.20,Pizza,37,Yes,Yes
940,2026-05-11,13:50:20,Dorm,22.65,Burgers,25,No,Yes
941,2026-05-11,15:45:29,Grad Student,22.39,Pizza,19,Yes,Yes
942,2026-05-11,18:21:56,Dorm,18.23,Asian,26,No,No
943,2026-05-11,18:22:15,Dorm,23.91,Burgers,35,No,Yes
944,2026-05-12,11:12:58,Greek Life,73.44,Breakfast,27,No,No
945,2026-05-12,16:18:17,Dorm,20.57,Indian,26,No,Yes
946,2026-05-12,17:10:33,Greek Life,55.57,Pizza,14,Yes,
947,2026-05-12,18:17:06,Dorm,21.39,Salads,34,No,Yes
948,2026-05-12,18:58:07,Greek Life,67.36,Indian,32,No,Yes
949,2026-05-12,20:02:57,Dorm,16.42,Pizza,20,No,No
950,2026-05-12,21:25:06,Grad Student,28.53,Pizza,30,No,
951,2026-05-13,22:51:10,Off-Campus,21.30,Pizza,31,No,Yes
952,2026-05-14,10:13:03,Grad Student,30.36,Salads,31,No,Yes
953,2026-05-14,10:17:05,Off-Campus,7.32,Pizza,27,Yes,Yes
954,2026-05-14,10:17:09,Dorm,30.29,Pizza,42,No,Yes
955,2026-05-14,11:09:50,Greek Life,41.43,Indian,39,No,No
956,2026-05-14,12:29:07,Grad Student,29.04,Asian,30,No,No
957,2026-05-14,12:32:27,Dorm,16.51,Burgers,30,Yes,No
958,2026-05-14,15:50:41,Dorm,16.75,Pizza,25,No,
959,2026-05-14,19:08:51,Off-Campus,31.59,Asian,25,No,No
960,2026-05-14,19:10:12,Greek Life,49.69,Mexican,36,No,No
961,2026-05-15,12:19:45,Dorm,15.27,Mexican,37,No,No
962,2026-05-15,16:40:53,Off-Campus,24.04,Pizza,31,No,No
963,2026-05-15,17:19:25,Greek Life,49.39,Burgers,30,No,No
964,2026-05-15,19:39:35,Off-Campus,18.82,Burgers,25,No,
965,2026-05-15,19:49:35,Greek Life,52.37,Mexican,40,Yes,No
966,2026-05-15,19:52:20,Grad Student,23.14,Asian,23,No,No
967,2026-05-15,20:26:26,Off-Campus,10.29,Pizza,34,No,
968,2026-05-15,20:55:04,Off-Campus,18.63,Mexican,28,Yes,Yes
969,2026-05-16,10:15:51,Dorm,16.07,Burgers,24,No,No
970,2026-05-16,11:09:49,Grad Student,36.05,Breakfast,24,No,
971,2026-05-16,11:42:13,Dorm,13.65,Asian,31,No,No
972,2026-05-16,12:05:19,Greek Life,68.25,Burgers,30,No,No
973,2026-05-16,13:06:37,Dorm,11.33,Burgers,30,No,
974,2026-05-16,17:18:10,Off-Campus,24.23,Indian,36,Yes,No
975,2026-05-16,18:07:04,Dorm,24.12,Pizza,30,Yes,No
976,2026-05-16,20:19:44,Off-Campus,26.80,Mexican,29,No,No
977,2026-05-16,20:55:15,Dorm,16.65,Pizza,30,No,Yes
978,2026-05-17,12:53:27,Off-Campus,16.64,Mexican,17,No,No
979,2026-05-17,13:31:08,Off-Campus,22.24,Indian,40,No,No
980,2026-05-17,14:09:26,Dorm,22.09,Pizza,22,No,No
981,2026-05-17,17:27:50,Dorm,6.65,Salads,35,Yes,No
982,2026-05-18,16:49:51,Dorm,19.73,Mexican,18,Yes,No
983,2026-05-19,17:14:24,Grad Student,37.32,Asian,23,No,No
984,2026-05-19,21:29:59,Off-Campus,19.04,Burgers,28,No,
985,2026-05-20,10:51:55,Dorm,15.21,Mexican,22,No,No
986,2026-05-20,12:36:30,Dorm,14.72,Pizza,17,No,No
987,2026-05-20,15:17:44,Dorm,19.18,Asian,33,Yes,No
988,2026-05-20,17:42:04,Dorm,27.42,Pizza,38,No,No
989,2026-05-20,20:12:04,Grad Student,29.27,Asian,34,No,Yes
990,2026-05-20,21:40:28,Off-Campus,11.95,Mexican,30,No,No
991,2026-05-21,13:10:32,Off-Campus,12.97,Mexican,29,No,No
992,2026-05-21,16:00:58,Dorm,15.68,Breakfast,31,Yes,No
993,2026-05-21,21:20:13,Greek Life,59.28,Pizza,31,No,No
994,2026-05-22,13:03:47,Greek Life,61.70,Mexican,19,Yes,
995,2026-05-22,16:17:25,Dorm,24.38,Mexican,37,Yes,No
996,2026-05-22,17:42:19,Grad Student,41.65,Indian,32,No,Yes
997,2026-05-22,18:44:20,Grad Student,22.17,Mediterranean,25,No,
998,2026-05-22,20:04:58,Off-Campus,24.06,Breakfast,23,No,No
999,2026-05-22,20:09:40,Grad Student,33.83,Salads,31,Yes,No
1000,2026-05-23,13:27:35,Off-Campus,24.48,Indian,36,No,Yes
1001,2026-05-23,17:11:41,Dorm,21.82,Asian,38,No,Yes
1002,2026-05-23,17:35:50,Grad Student,33.66,Mediterranean,27,No,No
1003,2026-05-24,10:38:53,Dorm,24.11,Asian,35,No,Yes
1004,2026-05-24,11:04:03,Dorm,19.99,Pizza,33,No,Yes
1005,2026-05-24,11:42:06,Dorm,11.21,Burgers,30,Yes,No
1006,2026-05-24,11:57:29,Greek Life,58.11,Mediterranean,32,No,No
1007,2026-05-24,16:46:20,Greek Life,82.46,Breakfast,31,No,No
1008,2026-05-25,11:06:19,Grad Student,32.10,Mexican,24,No,No
1009,2026-05-25,14:34:38,Dorm,22.35,Mediterranean,22,No,
1010,2026-05-26,17:59:44,Off-Campus,23.62,Salads,26,Yes,Yes
1011,2026-05-27,14:15:44,Grad Student,18.93,Indian,34,Yes,Yes
1012,2026-05-27,22:31:13,Dorm,19.45,Mexican,34,No,Yes
1013,2026-05-28,18:05:45,Dorm,16.07,Pizza,53,No,
1014,2026-05-28,19:25:39,Grad Student,40.15,Pizza,34,No,Yes
1015,2026-05-28,20:15:13,Dorm,18.72,Pizza,28,No,Yes
1016,2026-05-29,20:17:05,Dorm,18.70,Breakfast,34,Yes,Yes
1017,2026-05-30,18:24:50,Dorm,21.43,Pizza,25,No,No
1018,2026-05-30,18:29:56,Dorm,17.39,Breakfast,24,No,No
1019,2026-05-30,18:37:32,Dorm,13.62,Indian,37,No,
1020,2026-05-30,20:23:32,Greek Life,73.60,Asian,16,No,Yes
1021,2026-05-30,20:47:19,Dorm,22.13,Pizza,21,No,Yes
1022,2026-05-31,12:27:21,Grad Student,48.79,Indian,32,Yes,Yes
1023,2026-05-31,13:35:41,Grad Student,26.82,Mexican,41,No,Yes
1024,2026-05-31,17:44:06,Dorm,17.08,Indian,28,No,
1025,2026-05-31,18:02:51,Dorm,18.29,Salads,31,No,Yes
1026,2026-05-31,21:16:58,Grad Student,23.69,Asian,17,No,Yes
1027,2026-05-31,22:12:53,Off-Campus,23.48,Asian,43,No,No
1028,2026-05-31,22:42:07,Greek Life,48.18,Mexican,29,No,No
1029,2026-06-01,12:33:12,Off-Campus,22.31,Pizza,30,No,No
1030,2026-06-01,17:08:32,Grad Student,29.59,Mexican,23,No,Yes
1031,2026-06-01,17:50:26,Dorm,13.01,Asian,25,No,Yes
1032,2026-06-01,19:07:21,Greek Life,23.69,Pizza,33,No,
1033,2026-06-01,19:40:02,Grad Student,21.57,Pizza,26,No,Yes
1034,2026-06-02,19:34:12,Dorm,23.55,Burgers,29,No,Yes
1035,2026-06-02,20:25:02,Off-Campus,25.80,Burgers,30,Yes,Yes
1036,2026-06-03,14:46:04,Grad Student,23.12,Asian,37,No,No
1037,2026-06-03,19:27:25,Greek Life,75.12,Burgers,32,No,No
1038,2026-06-04,12:28:14,Dorm,17.79,Breakfast,26,No,No
1039,2026-06-04,12:38:10,Grad Student,36.09,Indian,34,No,
1040,2026-06-04,16:16:19,Grad Student,20.49,Salads,24,No,
1041,2026-06-04,18:30:08,Dorm,11.11,Asian,31,No,Yes
1042,2026-06-05,11:17:11,Dorm,14.83,Salads,33,No,Yes
1043,2026-06-05,13:53:32,Off-Campus,18.04,Indian,28,No,No
1044,2026-06-05,13:56:46,Dorm,16.33,Mexican,38,No,
1045,2026-06-06,10:29:47,Grad Student,32.16,Indian,30,Yes,Yes
1046,2026-06-06,14:20:37,Greek Life,44.31,Pizza,29,Yes,No
1047,2026-06-06,17:11:15,Dorm,18.02,Mediterranean,24,Yes,No
1048,2026-06-06,20:35:43,Dorm,12.55,Asian,33,No,Yes
1049,2026-06-07,13:36:30,Dorm,11.60,Pizza,35,No,Yes
1050,2026-06-07,15:17:47,Grad Student,25.32,Mexican,26,Yes,Yes
1051,2026-06-07,17:26:44,Grad Student,26.44,Mediterranean,37,No,No
1052,2026-06-07,22:00:10,Greek Life,52.81,Mexican,34,No,Yes
1053,2026-06-08,18:47:48,Greek Life,45.23,Asian,24,Yes,No
1054,2026-06-08,20:36:06,Grad Student,23.08,Salads,25,No,
1055,2026-06-09,16:13:48,Greek Life,65.02,Mediterranean,32,No,No
1056,2026-06-09,20:35:28,Off-Campus,9.20,Mexican,31,No,Yes
1057,2026-06-09,21:04:32,Off-Campus,16.52,Asian,18,Yes,No
1058,2026-06-10,12:37:38,Dorm,5.00,Pizza,15,No,Yes
1059,2026-06-10,13:32:35,Off-Campus,22.28,Pizza,19,No,No
1060,2026-06-10,13:49:44,Dorm,15.06,Pizza,36,No,Yes
1061,2026-06-10,13:56:05,Off-Campus,27.40,Mediterranean,26,Yes,
1062,2026-06-10,15:37:46,Dorm,12.84,Burgers,39,Yes,No
1063,2026-06-10,15:42:31,Dorm,8.67,Mexican,31,No,Yes
1064,2026-06-10,17:36:33,Dorm,19.73,Indian,24,No,Yes
1065,2026-06-10,19:33:20,Dorm,11.75,Mexican,26,Yes,Yes
1066,2026-06-10,19:53:16,Dorm,17.81,Pizza,24,Yes,
1067,2026-06-11,13:01:46,Off-Campus,22.84,Salads,31,No,No
1068,2026-06-11,14:44:15,Dorm,5.00,Burgers,36,Yes,Yes
1069,2026-06-11,15:07:50,Grad Student,30.18,Salads,37,No,
1070,2026-06-11,17:19:28,Off-Campus,12.50,Pizza,35,Yes,No
1071,2026-06-11,21:27:06,Off-Campus,26.10,Burgers,25,No,No
1072,2026-06-12,13:43:23,Grad Student,26.91,Asian,36,No,Yes
1073,2026-06-12,16:26:04,Dorm,9.23,Pizza,19,No,Yes
1074,2026-06-12,21:10:26,Dorm,10.97,Breakfast,31,Yes,Yes
1075,2026-06-12,22:46:27,Dorm,16.30,Breakfast,39,No,Yes
1076,2026-06-13,11:25:49,Greek Life,41.44,Mediterranean,35,No,No
1077,2026-06-13,13:05:40,Grad Student,8.00,Pizza,32,No,Yes
1078,2026-06-13,20:02:16,Dorm,19.55,Pizza,28,No,No
1079,2026-06-13,21:08:31,Off-Campus,19.31,Asian,34,No,Yes
1080,2026-06-14,11:04:08,Dorm,9.50,Burgers,29,No,No
1081,2026-06-14,12:16:43,Greek Life,41.07,Asian,36,No,Yes
1082,2026-06-14,13:15:00,Grad Student,28.37,Indian,30,Yes,No
1083,2026-06-15,15:18:48,Grad Student,23.27,Burgers,31,No,No
1084,2026-06-15,17:09:39,Off-Campus,11.98,Mexican,25,No,No
1085,2026-06-16,10:40:29,Off-Campus,12.35,Indian,30,No,Yes
1086,2026-06-16,12:11:09,Off-Campus,6.00,Pizza,34,No,Yes
1087,2026-06-16,12:47:21,Dorm,15.62,Mexican,28,No,Yes
1088,2026-06-16,20:50:26,Grad Student,28.67,Breakfast,43,No,No
1089,2026-06-17,11:31:46,Off-Campus,14.21,Mexican,34,Yes,No
1090,2026-06-17,12:05:11,Greek Life,36.97,Pizza,32,No,No
1091,2026-06-17,17:04:20,Off-Campus,16.04,Breakfast,33,No,Yes
1092,2026-06-18,11:41:39,Dorm,14.68,Mexican,24,No,Yes
1093,2026-06-18,12:20:22,Grad Student,28.77,Indian,26,No,Yes
1094,2026-06-18,16:31:20,Dorm,18.19,Asian,29,No,No
1095,2026-06-19,13:10:59,Grad Student,24.05,Mediterranean,39,No,No
1096,2026-06-19,20:13:10,Off-Campus,21.63,Burgers,30,No,Yes
1097,2026-06-20,20:20:17,Off-Campus,20.22,Indian,39,No,No
1098,2026-06-21,14:26:03,Grad Student,24.50,Indian,29,No,Yes
1099,2026-06-21,18:08:37,Dorm,7.32,Mexican,42,Yes,No
1100,2026-06-21,19:39:01,Grad Student,28.13,Indian,32,No,
1101,2026-06-22,12:50:18,Off-Campus,16.64,Asian,33,No,No
1102,2026-06-22,16:01:14,Dorm,17.12,Pizza,27,No,Yes
1103,2026-06-22,16:55:25,Dorm,15.23,Burgers,29,No,No
1104,2026-06-22,17:05:19,Dorm,15.66,Burgers,26,No,No
1105,2026-06-22,17:19:27,Grad Student,26.46,Mediterranean,40,No,Yes
1106,2026-06-22,17:59:56,Dorm,16.04,Breakfast,46,Yes,Yes
1107,2026-06-22,20:37:20,Dorm,21.91,Pizza,33,No,Yes
1108,2026-06-23,12:53:51,Off-Campus,22.45,Mexican,23,Yes,Yes
1109,2026-06-23,17:39:18,Dorm,14.16,Asian,20,No,No
1110,2026-06-23,19:30:29,Off-Campus,19.10,Mediterranean,36,No,Yes
1111,2026-06-23,21:28:56,Dorm,11.80,Indian,32,No,Yes
1112,2026-06-24,10:33:00,Greek Life,57.35,Indian,27,No,
1113,2026-06-24,12:27:57,Dorm,13.14,Mexican,48,Yes,No
1114,2026-06-24,20:12:53,Dorm,11.93,Burgers,26,No,
1115,2026-06-25,13:29:37,Grad Student,20.36,Asian,27,No,Yes
1116,2026-06-25,19:36:25,Greek Life,55.33,Burgers,31,Yes,No
1117,2026-06-25,20:22:19,Grad Student,30.23,Pizza,25,No,Yes
1118,2026-06-26,12:08:14,Dorm,13.27,Mexican,27,Yes,
1119,2026-06-26,12:46:59,Off-Campus,13.68,Indian,18,No,No
